"id","name","category","image","download_file","preview","show_by","download_count","view_count","download_count2"
"491","Hey, really suitable for the ML X WARINNASIRI background","TIKTOK","https://i.ibb.co.com/xt5Tv1TH/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/491_Uyy.Cocok.bngt.buat.Background.ML.X.WARINNASIRI.zip","","mode_public","11611","20475","6254"
"490","🔥WARINNASIRI Very cool","TIKTOK","https://i.ibb.co.com/FLsKYXs3/Salinan-dari-X-8.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/490_WARINNASIRI.Gemoy.bngt.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/eba01e5bf3cf4792c99df39193cbd98cc99d764b/ML%20X%20WARINNASIRI.mp4","mode_public","24900","56625","14487"
"489","🔥SISSALSA BU TEACHER Viral","TIKTOK","https://i.ibb.co/ycYGKxD3/IMG-20250227-WA0004.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/489_SISSALSA.BU.GURU.Viral.zip","","mode_public","4365","11502","2199"
"488","🔥TEACHER SISSALSA Viral ENOUGH YOU KNOW AJ","TIKTOK","https://i.ibb.co/cSXZsKv4/IMG-20250227-WA0000.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/488_BU.GURU.SISSALSA.Viral.CUKUP.TAU.AJ.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/85e1cca1a21f57f0057fa5814226d67023710a79/sisalsa%20viral.mp4","mode_public","13874","39279","7924"
"487","🔥Awesome Background","TIKTOK","https://i.ibb.co.com/R6SdYj8/X-1.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/487_Niyaaay.Background.zip","","mode_public","7888","16787","4681"
"486","🔥Niyaaay geol geol","TIKTOK","https://i.ibb.co.com/qszHRfD/Salinan-dari-X-7.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/486_Niyaaay.geol.geol.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/45106cb1a11232c466bfaa47bb93bd46f8229b0c/niyaaay%20X%20ML.mp4","mode_public","24754","56194","15343"
"485","🔥SYAXILAA now","TIKTOK","https://i.ibb.co.com/WcZsS2W/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/485_SYAXILAA.sekarang.zip","","mode_public","12540","21602","7246"
"484","🔥SYAXILAA yahuut bro","TIKTOK","https://i.ibb.co.com/vHv420X/Salinan-dari-X.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/484_SYAXILAA.yahuut.cuy.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/172a653b4b8c2757aac51190be524641fe7f638e/syaxilaa.mp4","mode_public","34149","69748","20652"
"483","🔥NONCAKEIT makes it cool","TIKTOK","https://i.ibb.co.com/MMSBvK5/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/483_NONCAKEIT.jadikan.cuy.zip","","mode_public","20630","32649","13375"
"482","🔥NONCAKEIT Are you sure you shouldn't try it?","TIKTOK","https://i.ibb.co.com/BcZHvgb/Salinan-dari-X-7.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/482_NONCAKEIT.yakin.ga.coba.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/54131ca13b13ce53767c6b263f1500a83d4a831a/noncakeith.mp4","mode_public","56370","97554","43318"
"481","DJ Terena Mette","TIKTOK","","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/481_DJ.Terena.Mette.X.Alone.zip","https://github.com/bangzvl/BACKSOUND/blob/a8a026f8a8f6ef5eb54376f9dfb897def3dcf2cb/DJ%20Terena%20Mette%20X%20Alone.mp3","mode_public","0","0","0"
"480","🔥CHEZZ VIRAL FOR YOU","TIKTOK","https://i.ibb.co.com/YbdWVx4/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/480_CHEZZ.VIRAL.BUAT.KMU.zip","","mode_public","6273","12506","3434"
"479","🔥CHEZZ VIRAL TIKTOK","TIKTOK","https://i.ibb.co.com/99zvDyR/Salinan-dari-X-6.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/479_CHEZZ.VIRAL.TIKTOK.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/993e0bbda967ba6d726914dbbeddd322a10604b9/INTRO%20ML%20CHEZZ.mp4","mode_public","20148","54044","11366"
"478","🔥KID EUNBI LOADING SCREEN","TIKTOK","https://i.ibb.co.com/dctcM3w/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/478_BOCIL.EUNBI.LOADING.SCREEN.zip","","mode_public","8899","13381","4438"
"477","🔥KID EUNBI","TIKTOK","https://i.ibb.co.com/09RyFk2/Salinan-dari-X-5.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/477_BOCIL.EUNBI.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/2a786157979aeec8f80fec67c2fe77ac9a9aa7ef/INTRO%20ML%20BOCIL%20EUNBI1.mp4","mode_public","25001","51700","13595"
"476","DJ wenabest x lost control","TIKTOK","","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/476_DJ.wenabest.x.lost.control.zip","https://github.com/bangzvl/BACKSOUND/blob/d41665c317ef0eb25b1c66ef90fa2e7d007ac3e1/DJ%20melody%20wenabest%20x%20lost%20control.mp3","mode_public","0","0","0"
"475","🔥EUNBI IS CUY","TIKTOK","https://i.ibb.co.com/PCDtmF8/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/475_EUNBI.TERHUTT.CUY.zip","","mode_public","5779","9689","2988"
"474","🔥EUNBI HUTTTT","TIKTOK","https://i.ibb.co.com/jTGMczm/Salinan-dari-X-4.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/474_EUNBI.TERHUTTTT.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/b23940785177cbe40efcc92cf4ce48805abe4d62/EUNBI%20X%20MLBB.mp4","mode_public","21349","45793","11481"
"473","🔥CINTHIA GILLA BERDAMAGE CUY","TIKTOK","https://i.ibb.co.com/Ny85Xxs/Salinan-dari-X-3.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/473_CINTHIA.GILLA.BERDAMAGE.CUY.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/0ebcbd826ae0186748f372704704a3f600bf9434/CYNTHIA%20GILA%20BERDAMAGE.mp4","mode_public","11877","32525","6353"
"472","CYNTHIA IS CRAZY IN DAMAGE","TIKTOK","https://i.ibb.co.com/tMfVFxQ/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/472_CYNTHIA.GILAK.BERDAMAGE.zip","","mode_public","4111","7250","2270"
"471","ZEE JKT48 is crazy and very similar to Korean people","TIKTOK","https://i.ibb.co.com/cNs56S4/X.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/471_ZEE.JKT48.Gila.Mirip.Bngt.Orang.Korea.zip","","mode_public","7031","13350","3831"
"470","DJ DO YOU LOVE ME","TIKTOK","","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/470_DJ.EST.CE.QUE.TU.MAIMES.zip","https://github.com/bangzvl/BACKSOUND/blob/1578020236b28f4d344332c485b8b88fc68448c8/DJ%20EST%20CE%20QUE%20TU%20M%E2%80%99AIMES%20X%20DIMANA%20HATIMU%20SLOW%20VIRAL%20TIKTOK%20FULL%20SONG%20MAMAN%20FVNDY%202024.mp3","mode_public","0","0","0"
"469","DJ APT KOPLO Viral Tiktok","TIKTOK","","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/469_DJ.APT.KOPLO.Viral.Tiktok.zip","https://github.com/bangzvl/BACKSOUND/blob/4c5ba930c5f209cbe89095e4d0036717f971611c/DJ%20APT%20KOPLO%20ROSE%20%26%20BRUNO%20MARS%20VIRAL%20TIK%20TOK%20TERBARU%202024!!.mp3","mode_public","0","0","0"
"468","FUNK DO BOUNCE (Slowed)","TIKTOK","","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/468_FUNK.DO.BOUNCE.Slowed.zip","https://github.com/bangzvl/BACKSOUND/blob/e3fe8600522be78576c063736d98d43d648e3f06/FUNK%20DO%20BOUNCE%20(Slowed).mp3","mode_public","0","0","0"
"467","ROSÉ & Bruno Mars - APT","TIKTOK","","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/467_ROSE.Bruno.Mars.-.APT.zip","https://github.com/bangzvl/BACKSOUND/blob/fa1a92c494600354888e60bfbac587b21edc0b0c/ROSE%CC%81%20%26%20Bruno%20Mars%20-%20APT.%20(Official%20Music%20Video).mp3","mode_public","0","0","0"
"466","Rammstein - Sun [SLOWED]","TIKTOK","","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/466_Rammstein.-.Sonne.SLOWED.zip","https://github.com/bangzvl/BACKSOUND/blob/83ed6a0791e1780c4c98333a25cad1334fffae0a/Rammstein%20-%20Sonne%20%5BSLOWED%5D%20Best%20Part.mp3","mode_public","0","0","0"
"465","BEAUTIFUL NAYA Accin straight away","TIKTOK","https://i.ibb.co.com/zb8HfpV/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/465_NAYA.CANTIK.Langsung.accin.ya.zip","","mode_public","3816","6620","2013"
"464","KARINA Body Gloss waw","TIKTOK","https://i.ibb.co.com/xqjVJpn/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/464_KARINA.Body.Gloss.waw.zip","","mode_public","666","2011","381"
"463","HANOVO Smooth bet","TIKTOK","https://i.ibb.co.com/pXc0tm2/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/463_HANOVO.Mulus.bet.ya.zip","","mode_public","4039","7296","2244"
"462","HUTAO GENSHIN IMPACT","GAME","https://i.ibb.co.com/5xcNY9M/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/462_HUTAO.GENSHIN.IMPACT.zip","","mode_public","7723","13735","3958"
"461","🔥DUH DOUYIN THIS ONE","TIKTOK","https://i.ibb.co.com/Zc9vKD7/X-1.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/461_DUH.DOUYIN.YANG.SATU.INI.zip","","mode_public","2719","6140","1363"
"460","ITACHI RED EYE","ANIME","https://i.ibb.co.com/CB01X4L/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/460_ITACHI.RED.EYE.zip","","mode_public","18229","24902","10163"
"459","SUNDANESE GIRL EUYY","TIKTOK","https://i.ibb.co.com/h7tbMjd/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/459_CEWEK.SUNDANESE.EUYY.zip","","mode_public","4155","8894","2337"
"456","MLBB X YUPI","SPORT","https://i.ibb.co.com/ZfTFnyT/firstloadingbg.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/456_MLBB.X.YUPI.zip","","mode_public","3272","6586","1716"
"455","Skyfall x Attack on Titan","TIKTOK","","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/455_Skyfall.x.Attack.on.Titan.zip","https://github.com/bangzvl/BACKSOUND/blob/a229ed878fca3a6ba445a28538af50697f83d7ad/Skyfall%20x%20Attack%20on%20Titan.mp3","mode_public","138","0","252"
"454","DJ Lost Hope","TIKTOK","","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/454_DJ.Hilang.Harapan.zip","https://github.com/bangzvl/BACKSOUND/blob/5e0efeebaabaae14cff6ce56e90fb5811e13dd0d/DJ%20HILANG%20HARAPAN.mp3","mode_public","275","0","345"
"453","ADRIANSUCI PERMISSION TO SAVE FOR SCHOOL ASSIGNMENT","TIKTOK","https://i.ibb.co.com/Rg2Nhz8/ADRIAN-SUCI.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/453_ADRIANSUCI.IZIN.SAVE.BUAT.TUGAS.SKULIAH.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/43f67958f5bd9a381023e03d242f9c4a3f47b4d5/INTRO%20ML%20ADRIANA%20SUCI1.mp4","mode_public","5950","18382","4034"
"451","LAMBORGINE","HD_4K","https://i.ibb.co.com/Hd8wVk9/firstloadingbg-add.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/451_LAMBORGINI.zip","","testing","5234","12322","2700"
"446","🔥NITA GUNAWAN EH THE REAL FUNCTION OF A BAG","TIKTOK","https://i.ibb.co.com/kxtWCzx/Nita-Gunawan-BCK.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/446_NITA.GUNAWAN.EH.FUNGSI.TAS.YANG.SEBENARNYA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/a5abe78dae87451949edbfc184a184e5832dae2f/INTRO%20ML%20NITA%20GUNAWAN1.mp4","","3979","17074","3452"
"445","🔥RESPONSE01 COUNTER BY","TIKTOK","https://i.ibb.co.com/kBKWN1h/RESAAYNI01.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/445_RESAAAYNI01.COUNTER.SIAPA.NI.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/695869a3ed17aeb2697f3aaf5b5d3e394e8745fd/RESAAYNI01.mp4","","8473","25961","5271"
"444","🔥HANOVO IS SO SMOOTH","TIKTOK","https://i.ibb.co.com/QH3HSvs/Salinan-dari-Thumbnail-Youtube-Moderen-Review-Barang-Otomotif-5.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/444_HANOVO.EMANG.SEMULUS.INI.YA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/dcce1173ace541c12f69c67aef30a2d29214d953/INTRO%20ML%20HANOVO1.mp4","","13715","39915","15655"
"443","🔥WANWARIN","TIKTOK","https://i.ibb.co.com/QDj9BH1/WANWARIN-X-TIKTOK.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/443_WANWARIN.X.TIKTOK.LENGAH.DIKIT.SALTING.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/bac23b5196472f5c27e0e34a32eade92b4cc604b/INTRO%20ML%20WANWARIN.mp4","","11884","30398","11406"
"442","🔥CELCIA'S A LITTLE MORE HEHE","TIKTOK","https://i.ibb.co.com/LrTh6GB/CELCCIA.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/442_CELCIA.DIKIT.LAGI.TUH.HEHE.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/36467aac5169ced67b7fa84eca5312c7c1c27a01/CELCIA%20TIKTOK.mp4","","12249","33003","12378"
"441","🔥MSBREEWC WHO IS THIS REQUST?","TIKTOK","https://i.ibb.co.com/g34jJvN/CICI.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/441_MSBREEWC.SIAPA.SI.INI.YANG.REQUST.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/fd53febf99706c3f5445ef20993f5907751c8f11/INTRO%20ML%20MS%20BREW1.mp4","","24321","47630","21020"
"440","🔥JUJUTSU KAISEN NEW EDIT","ANIME","https://i.ibb.co.com/7bL6XNx/mentahan-background-jjk-AJA.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/440_JUJUTSU.KAISEN.NEW.EDIT.zip","https://github.com/bangzvl/Intro-Tools-ML/blob/4f3edf8a5788135298602a3435d2910b3f10ad94/INTRO%20ML%20JUJUTSU%20KAISEN%20EDIT1.mp4","","43850","70438","33900"
"439","🔥 SOMETHING IS WEIRD, ISN'T IT","TIKTOK","https://i.ibb.co.com/fp3scZF/ANEH-TAPI-APA-YA.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/439_KAYA.ADA.YANG.ANEH.GA.SIH.zip","https://github.com/bangzvl/Data-ML-X-TIKTOK/blob/c7348d7264d1832176e0aba5f92fc901d10a4128/KAYA%20%20ada%20yang%20aneh.mp4","","10299","24959","11282"
"438","🔥DUO WHAT IS THIS GESS jan says keep logging in because of this","TIKTOK","https://i.ibb.co.com/fD0rTMD/DUO-APA-NI-GESS.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/438_DUO.APA.NI.GESS.jan.bilang.login.terus.gara.gara.ini.zip","https://github.com/bangzvl/Data-ML-X-TIKTOK/blob/0ddb3c9b2a94591b9dfea4912dd1ccf92f9fa415/DUO%20APA%20NI.mp4","","14915","32441","14974"
"437","🔥KARINA BODY GLOSS WOW","TIKTOK","https://i.ibb.co.com/ZhyYdVk/KARINA-BODY-GLOSS.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/437_KARINA.BODY.GLOSS.WOW.zip","https://github.com/bangzvl/Data-ML-X-TIKTOK/blob/c3704c91d4d507fae733174b9ff29f68319f93a0/KARINA%20BODY%20GLOSS.mp4","","4181","12096","4821"
"436","🔥BEAUTIFUL MAJORETTE CHARM","TIKTOK","https://i.ibb.co.com/k0mv4QJ/MAYORET-CANTIK.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/436_PESONA.MAYORET.CANTIK.BET.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/bca2165cbbe34c52f8968fdecf9d3950ad38a2cf/PESONA%20MAYORET.mp4","","4184","13679","4543"
"435","🔥Intro August 17, 2024","TIKTOK","https://i.ibb.co.com/WykCf56/download.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/435_Intro.17.Agustus.2024.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/207e0a722ecab6a252c9b0bc530ac76c2638ac70/Intro%2017%20Agustus.mp4","","3708","21108","3035"
"434","🔥HONEYPIE! BEJIR FYP CONTINUES","ANIME","https://i.ibb.co.com/ZxKrWdP/HONEYPIE-X-MLBB.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/434_HONEYPIE.BEJIR.FYP.TERUS.zip","https://github.com/bangzvl/Intro-Tools-ML/blob/cc9715cf6192e3a9c18234e2712e6e6751d7e9a3/HONEYPIE%20X%20MLBB.mp4","","13447","24658","10909"
"433","🔥THE FUNNIEST TREND CURRENTLY HURRY WE LOVE OUR DEAR MOONTON MOONTON","TIKTOK","https://i.ibb.co.com/TMC2fz5/MARSHA-TRENS-LUCU.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/433_TREND.TERLUCU.SAAT.INI.HORE.KAMI.SAYANG.MOONTON.MONTON.SAYANG.KAMI.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/1e0f00b39e1032021d10e6fa44a2c238b277eee6/INTRO%20ML%20MARSHA%20YATTA.mp4","","5799","10886","5183"
"432","🔥LEE JU EUN JUST STILL IS STILL CUTE CUY","TIKTOK","https://i.ibb.co.com/6FvGV5g/Lee-Ju-Eun.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/432_LEE.JU.EUN.UJAN.AJA.MASIH.CAKEP.CUY.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/8735ff2cda0a9564531334691dee847287dfdeec/INTRO%20ML%20lee%20ju%20eun1.mp4","","4545","11310","5965"
"431","🔥NOVI APRILIA LIVES HAPPILY EVERY DAY THAT GOES","TIKTOK","https://i.ibb.co.com/TW14cV4/HIDUP-SENANG-SETIAP-HARI-MELAYANG.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/431_NOVI.APRILIA.HIDUP.SENANG.SETIAP.HARI.MELAYANG.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/5f34f6bc7d38443f4d5b763825530c2e747b7b6f/INTRO%20ML%20HIDUP%20SENANG1.mp4","","30950","38956","35862"
"430","🔥TOO CUTE The mouse is on the head","TIKTOK","https://i.ibb.co.com/ZhcV4B8/mentahan-background-ADA-TIKUS.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/430_CAKEP.JUGA.Tikusnya.di.kepala.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/c049b1af30b20f4e98fa759559ea9903f274b812/INTRO%20ML%20naara1.mp4","","34022","38853","40824"
"429","🔥TOBRUT Repent immediately","TIKTOK","https://i.ibb.co.com/k6r8QQD/TOBRUT.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/429_TOBRUT.Langsung.tobat.dah.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/6bd88e48a2470622ed3c29fd3330c89c98cdde23/INTRO%20ML%20TOBRUT1.mp4","","32925","47841","34963"
"428","🔥HYERIN DUH INFORM YOUR ACCOUNT BRE","TIKTOK","https://i.ibb.co.com/GQyNsHw/HYERI-INFOKAN-AKUN.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/428_HYERIN.DUH.INFOKAN.AKUN.BRE.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/d4f007a7f5b18e59ff24b5c7f8de1e0c25c3f9aa/INTRO%20ML%20HYERI1.mp4","","19596","23347","20473"
"427","🔥YUKISUOU BAKA-BAKA","ANIME","https://i.ibb.co.com/HV35cK3/BACK-YUKISUOU.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/427_YUKISUOU.BAKA-BAKA.zip","https://github.com/bangzvl/Intro-Tools-ML/blob/d0eec00a3294426de39b8d51ce6213f06f414785/INTRO%20ML%20YUKISOAU2.mp4","","18489","33082","18615"
"426","🔥SUNDANESE AURA IS DIFFERENT CUY","TIKTOK","https://i.ibb.co.com/SrsbDfN/ayang-sundanese.jpg","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/426_AYANG.SUNDANESE.AURANYA.BEDA.CUY.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/c7388accff3bd708937c5a88c06fb982ec473f36/INTRO%20ML%20AYANG%20SUNDANESE1.mp4","mode_publick","16679","24496","16008"
"425","🔥VILMEI","TIKTOK","https://i.ibb.co.com/wpg8SH7/VILMEI.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/425_VILMEI.X.RUMSYAH.Duh.cocok.bngt.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/0ee117f91fd33320dd9f2eadc7db094d743ae9f6/INTRO%20ML%20VILMEI%20RUMSYAH1.mp4","","15313","18483","13018"
"424","🔥MOMMY XIAOWA JUST FOUND OUT","TIKTOK","https://i.ibb.co.com/kKswnXx/MOMY-XIAOWA.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/424_MOMY.XIAOWA.BARU.TAU.DIA.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/14f27c0b9c550267d078ad16c9280f5cea82845c/INTRO%20ML%20MOMY%20XIAOWA.mp4","","16850","20614","12534"
"423","🔥CHINESE NEW TREND TIKTOK","TIKTOK","https://i.ibb.co.com/K0FsH8T/chineses.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/423_CHINESE.NEW.TREND.TIKTOK.zip","https://github.com/bangzvl/MLBB-X-TIKTOK/blob/ba0ddf8a9ea97d687a5aceacab63a0982531e976/INTRO%20ML%20X%20CHINESE%20GIRLS%20V2.mp4","","12218","15065","9608"
"422","🔥LALALISA JUST JOINED TIKTOK","TIKTOK","https://i.ibb.co.com/WscrgRY/Salinan-dari-Thumbnail-Youtube-Moderen-Review-Barang-Otomotif-3.png","https://github.com/Sparkies01/mlbb-intro/releases/download/v4.1.3/422_LALALISA.Baru.JOin.Tiktok.zip","https://github.com/bangzvl/Data-ML-X-TIKTOK/blob/c33ba4986adaff5f858af09bca2269549a735c09/LALISA%20X%20MLBB.mp4","","35731","26985","35464"
